id,date,competition,home,away,team,home_goals,away_goals,lineup,minutes,goals,assists,cards,minutes_acum,goals_acum,assists_acum,jersey
237,2014-03-02,PRM,FC Barcelona,UD Almería,FC Barcelona,4,1,ST,90,1,0,0,13889,151,58,10
238,2014-03-08,PRM,Real Valladolid,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,0,13979,151,58,10
239,2014-01-26,PRM,FC Barcelona,Málaga,FC Barcelona,3,0,ST,90,0,1,0,14069,151,59,10
240,2014-03-12,EUR,FC Barcelona,Manchester City,FC Barcelona,2,1,ST,90,1,0,0,14159,152,59,10
241,2014-03-16,PRM,FC Barcelona,Osasuna,FC Barcelona,7,0,ST,90,3,1,0,14249,155,60,10
242,2014-03-23,PRM,Real Madrid,FC Barcelona,FC Barcelona,3,4,ST,90,3,1,0,14339,158,61,10
243,2014-03-26,PRM,FC Barcelona,Celta de Vigo,FC Barcelona,3,0,ST,90,1,0,0,14429,159,61,10
244,2014-03-29,PRM,Espanyol,FC Barcelona,FC Barcelona,0,1,ST,90,1,0,0,14519,160,61,10
245,2014-04-01,EUR,FC Barcelona,Atlético Madrid,FC Barcelona,1,1,ST,90,0,0,0,14609,160,61,10
246,2014-02-01,PRM,FC Barcelona,Valencia,FC Barcelona,2,3,ST,90,1,1,0,14699,161,62,10
247,2014-01-22,CUP,Levante,FC Barcelona,FC Barcelona,1,4,ST,90,0,3,0,14789,161,65,10
248,2014-04-09,EUR,Atlético Madrid,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,0,14879,161,65,10
249,2013-09-21,PRM,Rayo Vallecano,FC Barcelona,FC Barcelona,0,4,ST,90,0,1,0,14969,161,66,10
250,2019-01-27,PRM,Girona,FC Barcelona,FC Barcelona,0,2,ST,90,1,0,0,15059,162,66,10
251,2013-08-28,SUP,FC Barcelona,Atlético Madrid,FC Barcelona,0,0,ST,90,0,0,0,15149,162,66,10
252,2013-09-01,PRM,Valencia,FC Barcelona,FC Barcelona,2,3,ST,90,3,0,0,15239,165,66,10
253,2013-09-11,WCQ,Paraguay,Argentina,Argentina,2,5,ST,90,2,1,0,15329,167,67,10
254,2013-09-14,PRM,FC Barcelona,Sevilla,FC Barcelona,3,2,ST,90,1,0,0,15419,168,67,10
255,2013-09-18,EUR,FC Barcelona,Ajax,FC Barcelona,4,0,ST,90,3,0,0,15509,171,67,10
256,2019-01-17,CUP,FC Barcelona,Levante,FC Barcelona,3,0,ST,90,1,1,0,15599,172,68,10
257,2014-01-19,PRM,Levante,FC Barcelona,FC Barcelona,1,1,ST,90,0,0,0,15689,172,68,10
258,2019-01-13,PRM,FC Barcelona,Eibar,FC Barcelona,3,0,ST,90,1,0,0,15779,173,68,10
259,2013-10-22,EUR,AC Milan,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,15869,174,68,10
260,2013-10-26,PRM,FC Barcelona,Real Madrid,FC Barcelona,2,1,ST,90,0,0,0,15959,174,68,10
261,2013-10-29,PRM,Celta de Vigo,FC Barcelona,FC Barcelona,0,3,ST,90,0,1,0,16049,174,69,10
262,2013-11-01,PRM,FC Barcelona,Espanyol,FC Barcelona,1,0,ST,90,0,0,0,16139,174,69,10
263,2013-11-06,EUR,FC Barcelona,AC Milan,FC Barcelona,3,1,ST,90,2,0,0,16229,176,69,10
264,2014-01-16,CUP,Getafe,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,16319,178,69,10
265,2014-04-05,PRM,FC Barcelona,Real Betis,FC Barcelona,3,1,ST,90,2,0,0,16409,180,69,10
266,2014-04-12,PRM,Granada,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,1,16499,180,69,10
267,2015-01-18,PRM,Deportivo La Coruña,FC Barcelona,FC Barcelona,0,4,ST,90,3,0,0,16589,183,69,10
268,2014-11-22,PRM,FC Barcelona,Sevilla,FC Barcelona,5,1,ST,90,3,0,0,16679,186,69,10
269,2014-10-18,PRM,FC Barcelona,Eibar,FC Barcelona,3,0,ST,90,1,1,0,16769,187,70,10
270,2014-10-25,PRM,Real Madrid,FC Barcelona,FC Barcelona,3,1,ST,90,0,0,1,16859,187,70,10
271,2014-11-01,PRM,FC Barcelona,Celta de Vigo,FC Barcelona,0,1,ST,90,0,0,0,16949,187,70,10
272,2014-11-05,EUR,Ajax,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,17039,189,70,10
273,2014-11-08,PRM,UD Almería,FC Barcelona,FC Barcelona,1,2,ST,90,0,0,0,17129,189,70,10
274,2014-11-12,FRN,Argentina,Croatia,Argentina,2,1,ST,90,1,1,0,17219,190,71,10
275,2014-11-25,EUR,APOEL FC,FC Barcelona,FC Barcelona,0,4,ST,90,3,0,0,17309,193,71,10
276,2014-10-04,PRM,Rayo Vallecano,FC Barcelona,FC Barcelona,0,2,ST,90,1,0,0,17399,194,71,10
277,2014-11-30,PRM,Valencia,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,1,17489,194,71,10
278,2014-12-07,PRM,FC Barcelona,Espanyol,FC Barcelona,5,1,ST,90,3,0,0,17579,197,71,10
279,2014-12-10,EUR,FC Barcelona,Paris Saint-Germain,FC Barcelona,3,1,ST,90,1,0,0,17669,198,71,10
280,2014-12-13,PRM,Getafe,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,17759,198,71,10
281,2014-12-20,PRM,FC Barcelona,Córdoba,FC Barcelona,5,0,ST,90,2,0,0,17849,200,71,10
282,2015-01-08,CUP,FC Barcelona,Elche,FC Barcelona,5,0,ST,90,1,2,0,17939,201,73,10
283,2015-01-11,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,3,1,ST,90,1,1,1,18029,202,74,10
284,2014-10-11,FRN,Brazil,Argentina,Argentina,2,0,ST,90,0,0,0,18119,202,74,10
285,2014-09-30,EUR,Paris Saint-Germain,FC Barcelona,FC Barcelona,3,2,ST,90,1,0,0,18209,203,74,10
286,2014-04-16,CUP,FC Barcelona,Real Madrid,FC Barcelona,1,2,ST,90,0,0,0,18299,203,74,10
287,2014-06-16,WCP,Argentina,Bosnia-Herzegovina,Argentina,2,1,ST,90,1,0,0,18389,204,74,10
288,2014-04-20,PRM,FC Barcelona,Athletic de Bilbao,FC Barcelona,2,1,ST,90,1,0,0,18479,205,74,10
289,2014-04-27,PRM,Villarreal,FC Barcelona,FC Barcelona,2,3,ST,90,1,0,0,18569,206,74,10
290,2014-05-03,PRM,FC Barcelona,Getafe,FC Barcelona,2,2,ST,90,1,0,0,18659,207,74,10
291,2014-05-11,PRM,Elche,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,18749,207,74,10
292,2014-05-17,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,1,1,ST,90,0,1,1,18839,207,75,10
293,2014-06-05,FRN,Argentina,Trinidad & Tobago,Argentina,3,0,ST,90,0,0,0,18929,207,75,10
294,2014-06-21,WCP,Argentina,Iran,Argentina,1,0,ST,90,1,0,0,19019,208,75,10
295,2014-09-27,PRM,FC Barcelona,Granada,FC Barcelona,6,0,ST,90,2,2,0,19109,210,77,10
296,2014-07-05,WCP,Argentina,Belgium,Argentina,1,0,ST,90,0,0,0,19199,210,77,10
297,2014-08-24,PRM,FC Barcelona,Elche,FC Barcelona,3,0,ST,90,2,0,0,19289,212,77,10
298,2014-08-31,PRM,Villarreal,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,19379,212,77,10
299,2014-09-13,PRM,FC Barcelona,Athletic de Bilbao,FC Barcelona,2,0,ST,90,0,2,0,19469,212,79,10
300,2014-09-17,EUR,FC Barcelona,APOEL FC,FC Barcelona,1,0,ST,90,0,1,0,19559,212,80,10
301,2015-12-20,WCT,CA River Plate,FC Barcelona,FC Barcelona,0,3,ST,90,1,0,0,19649,213,80,10
302,2014-09-24,PRM,Málaga,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,19739,213,80,10
303,2015-12-12,PRM,FC Barcelona,Deportivo La Coruña,FC Barcelona,2,2,ST,90,1,1,0,19829,214,81,10
304,2016-04-30,PRM,Real Betis,FC Barcelona,FC Barcelona,0,2,ST,90,0,2,1,19919,214,83,10
305,2015-12-30,PRM,FC Barcelona,Real Betis,FC Barcelona,4,0,ST,90,1,0,0,20009,215,83,10
306,2017-10-14,PRM,Atlético Madrid,FC Barcelona,FC Barcelona,1,1,ST,90,0,0,0,20099,215,83,10
307,2017-09-23,PRM,Girona,FC Barcelona,FC Barcelona,0,3,ST,90,0,0,0,20189,215,83,10
308,2017-09-27,EUR,Sporting Lisbon,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,20279,215,83,10
309,2017-10-01,PRM,FC Barcelona,Las Palmas,FC Barcelona,3,0,ST,90,2,1,0,20369,217,84,10
310,2018-09-26,PRM,Leganés,FC Barcelona,FC Barcelona,2,1,ST,90,0,1,0,20459,217,85,10
311,2017-10-05,WCQ,Argentina,Peru,Argentina,0,0,ST,90,0,0,0,20549,217,85,10
312,2017-10-10,WCQ,Ecuador,Argentina,Argentina,1,3,ST,90,3,0,0,20639,220,85,10
313,2017-10-18,EUR,FC Barcelona,Olympiacos,FC Barcelona,3,1,ST,90,1,1,0,20729,221,86,10
314,2017-09-19,PRM,FC Barcelona,Eibar,FC Barcelona,6,1,ST,90,4,0,0,20819,225,86,10
315,2017-10-21,PRM,FC Barcelona,Málaga,FC Barcelona,2,0,ST,90,0,1,0,20909,225,87,10
316,2017-10-28,PRM,Athletic de Bilbao,FC Barcelona,FC Barcelona,0,2,ST,90,1,0,0,20999,226,87,10
317,2018-09-23,PRM,FC Barcelona,Girona,FC Barcelona,2,2,ST,90,1,0,0,21089,227,87,10
318,2017-10-31,EUR,Olympiacos,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,21179,227,87,10
319,2017-11-04,PRM,FC Barcelona,Sevilla,FC Barcelona,2,1,ST,90,0,0,1,21269,227,87,10
320,2017-11-11,FRN,Russia,Argentina,Argentina,0,1,ST,90,0,0,0,21359,227,87,10
321,2017-11-18,PRM,Leganés,FC Barcelona,FC Barcelona,0,3,ST,90,0,0,0,21449,227,87,10
322,2018-10-03,EUR,Tottenham Hotspur F.C.,FC Barcelona,FC Barcelona,2,4,ST,90,2,0,0,21539,229,87,10
323,2017-09-16,PRM,Getafe,FC Barcelona,FC Barcelona,1,2,ST,90,0,1,0,21629,229,88,10
324,2017-12-02,PRM,FC Barcelona,Celta de Vigo,FC Barcelona,2,2,ST,90,1,0,0,21719,230,88,10
325,2017-06-09,FRN,Brazil,Argentina,Argentina,0,1,ST,90,0,0,0,21809,230,88,10
326,2017-04-19,EUR,FC Barcelona,Juventus,FC Barcelona,0,0,ST,90,0,0,0,21899,230,88,10
327,2017-04-23,PRM,Real Madrid,FC Barcelona,FC Barcelona,2,3,ST,90,2,0,1,21989,232,88,10
328,2017-04-29,PRM,Espanyol,FC Barcelona,FC Barcelona,0,3,ST,90,0,1,0,22079,232,89,10
329,2017-05-06,PRM,FC Barcelona,Villarreal,FC Barcelona,4,1,ST,90,2,0,0,22169,234,89,10
330,2017-05-14,PRM,Las Palmas,FC Barcelona,FC Barcelona,1,4,ST,90,0,0,0,22259,234,89,10
331,2017-05-21,PRM,FC Barcelona,Eibar,FC Barcelona,4,2,ST,90,2,0,0,22349,236,89,10
332,2017-05-27,CUP,FC Barcelona,Alavés,FC Barcelona,3,1,ST,90,1,1,1,22439,237,90,10
333,2017-08-13,SUP,FC Barcelona,Real Madrid,FC Barcelona,1,3,ST,90,1,0,1,22529,238,90,10
334,2018-10-07,PRM,Valencia,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,22619,239,90,10
335,2017-08-16,SUP,Real Madrid,FC Barcelona,FC Barcelona,2,0,ST,90,0,0,0,22709,239,90,10
336,2017-08-20,PRM,FC Barcelona,Real Betis,FC Barcelona,2,0,ST,90,0,0,0,22799,239,90,10
337,2017-08-26,PRM,Alavés,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,22889,241,90,10
338,2017-08-31,WCQ,Uruguay,Argentina,Argentina,0,0,ST,90,0,0,0,22979,241,90,10
339,2017-09-05,WCQ,Argentina,Venezuela,Argentina,1,1,ST,90,0,0,0,23069,241,90,10
340,2017-09-09,PRM,FC Barcelona,Espanyol,FC Barcelona,5,0,ST,90,3,0,0,23159,244,90,10
341,2017-09-12,EUR,FC Barcelona,Juventus,FC Barcelona,3,0,ST,90,2,0,1,23249,246,90,10
342,2017-11-26,PRM,Valencia,FC Barcelona,FC Barcelona,1,1,ST,90,0,1,0,23339,246,91,10
343,2018-09-18,EUR,FC Barcelona,PSV Eindhoven,FC Barcelona,4,0,ST,90,3,0,0,23429,249,91,10
344,2017-04-11,EUR,Juventus,FC Barcelona,FC Barcelona,3,0,ST,90,0,0,0,23519,249,91,10
345,2018-04-14,PRM,FC Barcelona,Valencia,FC Barcelona,2,1,ST,90,0,0,0,23609,249,91,10
346,2018-03-14,EUR,FC Barcelona,Chelsea,FC Barcelona,3,0,ST,90,2,1,0,23699,251,92,10
347,2018-03-18,PRM,FC Barcelona,Athletic de Bilbao,FC Barcelona,2,0,ST,90,1,0,0,23789,252,92,10
348,2018-08-12,SUP,Sevilla,FC Barcelona,FC Barcelona,1,2,ST,90,0,1,0,23879,252,93,10
349,2018-04-04,EUR,FC Barcelona,AS Roma,FC Barcelona,4,1,ST,90,0,0,0,23969,252,93,10
350,2018-04-07,PRM,FC Barcelona,Leganés,FC Barcelona,3,1,ST,90,3,0,0,24059,255,93,10
351,2018-04-10,EUR,AS Roma,FC Barcelona,FC Barcelona,3,0,ST,90,0,0,1,24149,255,93,10
352,2018-06-30,WCP,France,Argentina,Argentina,4,3,ST,90,0,2,0,24239,255,95,10
353,2018-03-01,PRM,Las Palmas,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,24329,256,95,10
354,2018-04-21,CUP,Sevilla,FC Barcelona,FC Barcelona,0,5,ST,90,1,2,0,24419,257,97,10
355,2018-04-29,PRM,Deportivo La Coruña,FC Barcelona,FC Barcelona,2,4,ST,90,3,0,0,24509,260,97,10
356,2018-05-06,PRM,FC Barcelona,Real Madrid,FC Barcelona,2,2,ST,90,1,0,1,24599,261,97,10
357,2018-05-09,PRM,FC Barcelona,Villarreal,FC Barcelona,5,1,ST,90,1,0,0,24689,262,97,10
358,2018-06-26,WCP,Nigeria,Argentina,Argentina,1,2,ST,90,1,0,1,24779,263,97,10
359,2018-05-29,FRN,Argentina,Haiti,Argentina,4,0,ST,90,3,1,0,24869,266,98,10
360,2018-06-16,WCP,Argentina,Iceland,Argentina,1,1,ST,90,0,0,0,24959,266,98,10
361,2018-03-04,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,1,0,ST,90,1,0,1,25049,267,98,10
362,2018-02-24,PRM,FC Barcelona,Girona,FC Barcelona,6,1,ST,90,2,1,0,25139,269,99,10
363,2018-09-15,PRM,Real Sociedad,FC Barcelona,FC Barcelona,1,2,ST,90,0,0,0,25229,269,99,10
364,2018-01-21,PRM,Real Betis,FC Barcelona,FC Barcelona,0,5,ST,90,2,1,0,25319,271,100,10
365,2017-12-10,PRM,Villarreal,FC Barcelona,FC Barcelona,0,2,ST,90,1,0,0,25409,272,100,10
366,2017-12-17,PRM,FC Barcelona,Deportivo La Coruña,FC Barcelona,4,0,ST,90,0,1,0,25499,272,101,10
367,2017-12-23,PRM,Real Madrid,FC Barcelona,FC Barcelona,0,3,ST,90,1,1,0,25589,273,102,10
368,2018-01-07,PRM,FC Barcelona,Levante,FC Barcelona,3,0,ST,90,1,1,0,25679,274,103,10
369,2018-01-14,PRM,Real Sociedad,FC Barcelona,FC Barcelona,2,4,ST,90,1,1,0,25769,275,104,10
370,2018-01-17,CUP,Espanyol,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,0,25859,275,104,10
371,2018-09-02,PRM,FC Barcelona,Huesca,FC Barcelona,8,2,ST,90,2,2,0,25949,277,106,10
372,2018-01-25,CUP,FC Barcelona,Espanyol,FC Barcelona,2,0,ST,90,1,0,1,26039,278,106,10
373,2018-02-20,EUR,Chelsea,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,26129,279,106,10
374,2018-01-28,PRM,FC Barcelona,Alavés,FC Barcelona,2,1,ST,90,1,0,0,26219,280,106,10
375,2018-02-01,CUP,FC Barcelona,Valencia,FC Barcelona,1,0,ST,90,0,1,0,26309,280,107,10
376,2018-08-25,PRM,Real Valladolid,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,26399,280,107,10
377,2018-08-18,PRM,FC Barcelona,Alavés,FC Barcelona,3,0,ST,90,2,0,0,26489,282,107,10
378,2018-02-08,CUP,Valencia,FC Barcelona,FC Barcelona,0,2,ST,90,0,0,0,26579,282,107,10
379,2018-02-11,PRM,FC Barcelona,Getafe,FC Barcelona,0,0,ST,90,0,0,0,26669,282,107,10
380,2018-02-17,PRM,Eibar,FC Barcelona,FC Barcelona,0,2,ST,90,0,1,0,26759,282,108,10
381,2017-04-15,PRM,FC Barcelona,Real Sociedad,FC Barcelona,3,2,ST,90,2,1,0,26849,284,109,10
382,2017-04-08,PRM,Málaga,FC Barcelona,FC Barcelona,2,0,ST,90,0,0,0,26939,284,109,10
383,2016-01-02,PRM,Espanyol,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,27029,284,109,10
384,2016-04-20,PRM,Deportivo La Coruña,FC Barcelona,FC Barcelona,0,8,ST,90,1,2,0,27119,285,111,10
385,2016-04-02,PRM,FC Barcelona,Real Madrid,FC Barcelona,1,2,ST,90,0,0,0,27209,285,111,10
386,2016-04-05,EUR,FC Barcelona,Atlético Madrid,FC Barcelona,2,1,ST,90,0,0,0,27299,285,111,10
387,2016-04-09,PRM,Real Sociedad,FC Barcelona,FC Barcelona,1,0,ST,90,0,0,0,27389,285,111,10
388,2016-04-13,EUR,Atlético Madrid,FC Barcelona,FC Barcelona,2,0,ST,90,0,0,0,27479,285,111,10
389,2018-12-08,PRM,Espanyol,FC Barcelona,FC Barcelona,0,4,ST,90,2,1,0,27569,287,112,10
390,2016-04-17,PRM,FC Barcelona,Valencia,FC Barcelona,1,2,ST,90,1,0,0,27659,288,112,10
391,2016-04-23,PRM,FC Barcelona,Sporting Gijón,FC Barcelona,6,0,ST,90,1,1,0,27749,289,113,10
392,2016-03-24,WCQ,Chile,Argentina,Argentina,1,2,ST,90,0,0,0,27839,289,113,10
393,2016-05-08,PRM,FC Barcelona,Espanyol,FC Barcelona,5,0,ST,90,1,1,1,27929,290,114,10
394,2016-05-14,PRM,Granada,FC Barcelona,FC Barcelona,0,3,ST,90,0,0,0,28019,290,114,10
395,2018-12-02,PRM,FC Barcelona,Villarreal,FC Barcelona,2,0,ST,90,0,1,0,28109,290,115,10
396,2016-06-18,CPA,Argentina,Venezuela,Argentina,4,1,ST,90,1,2,0,28199,291,117,10
397,2016-06-21,CPA,United States,Argentina,Argentina,0,4,ST,90,1,2,0,28289,292,119,10
398,2016-08-14,SUP,Sevilla,FC Barcelona,FC Barcelona,0,2,ST,90,0,1,0,28379,292,120,10
399,2016-08-17,SUP,FC Barcelona,Sevilla,FC Barcelona,3,0,ST,90,1,1,0,28469,293,121,10
400,2016-03-29,WCQ,Argentina,Bolivia,Argentina,2,0,ST,90,1,0,0,28559,294,121,10
401,2016-03-20,PRM,Villarreal,FC Barcelona,FC Barcelona,2,2,ST,90,0,0,0,28649,294,121,10
402,2016-08-28,PRM,Athletic de Bilbao,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,0,28739,294,121,10
403,2016-02-07,PRM,Levante,FC Barcelona,FC Barcelona,0,2,ST,90,0,1,0,28829,294,122,10
404,2016-01-06,CUP,FC Barcelona,Espanyol,FC Barcelona,4,1,ST,90,2,2,1,28919,296,124,10
405,2016-01-09,PRM,FC Barcelona,Granada,FC Barcelona,4,0,ST,90,3,0,0,29009,299,124,10
406,2016-01-13,CUP,Espanyol,FC Barcelona,FC Barcelona,0,2,ST,90,0,1,0,29099,299,125,10
407,2016-01-23,PRM,Málaga,FC Barcelona,FC Barcelona,1,2,ST,90,1,0,1,29189,300,125,10
408,2016-01-27,CUP,FC Barcelona,Athletic de Bilbao,FC Barcelona,3,1,ST,90,0,1,0,29279,300,126,10
409,2016-01-30,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,2,1,ST,90,1,0,0,29369,301,126,10
410,2016-02-03,CUP,FC Barcelona,Valencia,FC Barcelona,7,0,ST,90,3,0,0,29459,304,126,10
411,2016-02-14,PRM,FC Barcelona,Celta de Vigo,FC Barcelona,6,1,ST,90,1,2,0,29549,305,128,10
412,2016-03-16,EUR,FC Barcelona,Arsenal,FC Barcelona,3,1,ST,90,1,0,0,29639,306,128,10
413,2016-02-17,PRM,Sporting Gijón,FC Barcelona,FC Barcelona,1,3,ST,90,2,0,0,29729,308,128,10
414,2016-02-20,PRM,Las Palmas,FC Barcelona,FC Barcelona,1,2,ST,90,0,0,0,29819,308,128,10
415,2016-02-23,EUR,Arsenal,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,29909,310,128,10
416,2016-02-28,PRM,FC Barcelona,Sevilla,FC Barcelona,2,1,ST,90,1,0,0,29999,311,128,10
417,2016-03-03,PRM,Rayo Vallecano,FC Barcelona,FC Barcelona,1,5,ST,90,3,0,0,30089,314,128,10
418,2016-03-06,PRM,Eibar,FC Barcelona,FC Barcelona,0,4,ST,90,2,0,0,30179,316,128,10
419,2016-03-12,PRM,FC Barcelona,Getafe,FC Barcelona,6,0,ST,90,1,3,0,30269,317,131,10
420,2016-08-20,PRM,FC Barcelona,Real Betis,FC Barcelona,6,2,ST,90,2,1,0,30359,319,132,10
421,2016-09-01,WCQ,Argentina,Uruguay,Argentina,1,0,ST,90,1,0,0,30449,320,132,10
422,2017-04-05,PRM,FC Barcelona,Sevilla,FC Barcelona,3,0,ST,90,2,0,0,30539,322,132,10
423,2017-02-11,PRM,Alavés,FC Barcelona,FC Barcelona,0,6,ST,90,1,0,0,30629,323,132,10
424,2017-01-22,PRM,Eibar,FC Barcelona,FC Barcelona,0,4,ST,90,1,0,0,30719,324,132,10
425,2018-11-11,PRM,FC Barcelona,Real Betis,FC Barcelona,3,4,ST,90,2,0,0,30809,326,132,10
426,2017-01-26,CUP,FC Barcelona,Real Sociedad,FC Barcelona,5,2,ST,90,1,2,0,30899,327,134,10
427,2017-01-29,PRM,Real Betis,FC Barcelona,FC Barcelona,1,1,ST,90,0,1,0,30989,327,135,10
428,2017-02-01,CUP,Atlético Madrid,FC Barcelona,FC Barcelona,1,2,ST,90,1,0,1,31079,328,135,10
429,2017-02-07,CUP,FC Barcelona,Atlético Madrid,FC Barcelona,1,1,ST,90,0,0,0,31169,328,135,10
430,2017-02-14,EUR,Paris Saint-Germain,FC Barcelona,FC Barcelona,4,0,ST,90,0,0,0,31259,328,135,10
431,2017-01-14,PRM,FC Barcelona,Las Palmas,FC Barcelona,5,0,ST,90,1,0,0,31349,329,135,10
432,2017-02-19,PRM,FC Barcelona,Leganés,FC Barcelona,2,1,ST,90,2,0,0,31439,331,135,10
433,2017-02-26,PRM,Atlético Madrid,FC Barcelona,FC Barcelona,1,2,ST,90,1,0,1,31529,332,135,10
434,2017-03-04,PRM,FC Barcelona,Celta de Vigo,FC Barcelona,5,0,ST,90,2,2,0,31619,334,137,10
435,2017-03-08,EUR,FC Barcelona,Paris Saint-Germain,FC Barcelona,6,1,ST,90,1,0,0,31709,335,137,10
436,2017-03-12,PRM,Deportivo La Coruña,FC Barcelona,FC Barcelona,2,1,ST,90,0,0,0,31799,335,137,10
437,2017-03-19,PRM,FC Barcelona,Valencia,FC Barcelona,4,2,ST,90,2,0,1,31889,337,137,10
438,2017-03-23,WCQ,Argentina,Chile,Argentina,1,0,ST,90,1,0,0,31979,338,137,10
439,2017-01-19,CUP,Real Sociedad,FC Barcelona,FC Barcelona,0,1,ST,90,0,0,1,32069,338,137,10
440,2017-01-11,CUP,FC Barcelona,Athletic de Bilbao,FC Barcelona,3,1,ST,90,1,0,0,32159,339,137,10
441,2018-11-28,EUR,PSV Eindhoven,FC Barcelona,FC Barcelona,1,2,ST,90,1,1,0,32249,340,138,10
442,2016-11-10,WCQ,Brazil,Argentina,Argentina,3,0,ST,90,0,0,0,32339,340,138,10
443,2016-09-13,EUR,FC Barcelona,Celtic,FC Barcelona,7,0,ST,90,3,1,0,32429,343,139,10
444,2016-09-17,PRM,Leganés,FC Barcelona,FC Barcelona,1,5,ST,90,2,1,0,32519,345,140,10
445,2016-10-19,EUR,FC Barcelona,Manchester City,FC Barcelona,4,0,ST,90,3,1,0,32609,348,141,10
446,2016-10-22,PRM,Valencia,FC Barcelona,FC Barcelona,2,3,ST,90,2,0,1,32699,350,141,10
447,2016-10-29,PRM,FC Barcelona,Granada,FC Barcelona,1,0,ST,90,0,0,0,32789,350,141,10
448,2016-11-01,EUR,Manchester City,FC Barcelona,FC Barcelona,3,1,ST,90,1,0,0,32879,351,141,10
449,2016-11-06,PRM,Sevilla,FC Barcelona,FC Barcelona,1,2,ST,90,1,1,1,32969,352,142,10
450,2016-11-15,WCQ,Argentina,Colombia,Argentina,3,0,ST,90,1,2,0,33059,353,144,10
451,2017-01-08,PRM,Villarreal,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,33149,354,144,10
452,2016-11-23,EUR,Celtic,FC Barcelona,FC Barcelona,0,2,ST,90,2,0,0,33239,356,144,10
453,2016-11-27,PRM,Real Sociedad,FC Barcelona,FC Barcelona,1,1,ST,90,1,0,0,33329,357,144,10
454,2016-12-03,PRM,FC Barcelona,Real Madrid,FC Barcelona,1,1,ST,90,0,0,0,33419,357,144,10
455,2016-12-06,EUR,FC Barcelona,Borussia Mönchengladbach,FC Barcelona,4,0,ST,90,1,0,0,33509,358,144,10
456,2016-12-10,PRM,Osasuna,FC Barcelona,FC Barcelona,0,3,ST,90,2,0,0,33599,360,144,10
457,2016-12-18,PRM,FC Barcelona,Espanyol,FC Barcelona,4,1,ST,90,1,0,0,33689,361,144,10
458,2018-11-24,PRM,Atlético Madrid,FC Barcelona,FC Barcelona,1,1,ST,90,0,1,0,33779,361,145,10
459,2017-01-05,CUP,Athletic de Bilbao,FC Barcelona,FC Barcelona,2,1,ST,90,1,0,0,33869,362,145,10
460,2012-05-12,PRM,Real Betis,FC Barcelona,FC Barcelona,2,2,ST,90,0,0,0,33959,362,145,10
461,2013-04-23,EUR,Bayern München,FC Barcelona,FC Barcelona,4,0,ST,90,0,0,0,34049,362,145,10
462,2009-10-11,WCQ,Argentina,Peru,Argentina,2,1,ST,90,0,0,0,34139,362,145,10
463,2009-09-06,WCQ,Argentina,Brazil,Argentina,1,3,ST,90,0,0,0,34229,362,145,10
464,2009-09-10,WCQ,Paraguay,Argentina,Argentina,1,0,ST,90,0,0,0,34319,362,145,10
465,2009-09-16,EUR,Internazionale,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,34409,362,145,10
466,2009-09-19,PRM,FC Barcelona,Atlético Madrid,FC Barcelona,5,2,ST,90,2,1,0,34499,364,146,10
467,2009-09-26,PRM,Málaga,FC Barcelona,FC Barcelona,0,2,ST,90,0,1,0,34589,364,147,10
468,2009-09-29,EUR,FC Barcelona,Dynamo Kyiv,FC Barcelona,2,0,ST,90,1,0,0,34679,365,147,10
469,2009-10-03,PRM,FC Barcelona,UD Almería,FC Barcelona,1,0,ST,90,0,0,0,34769,365,147,10
470,2009-10-17,PRM,Valencia,FC Barcelona,FC Barcelona,0,0,ST,90,0,0,0,34859,365,147,10
471,2009-06-10,WCQ,Ecuador,Argentina,Argentina,2,0,ST,90,0,0,0,34949,365,147,10
472,2009-10-20,EUR,FC Barcelona,Rubin Kazan,FC Barcelona,1,2,ST,90,0,0,0,35039,365,147,10
